entity1,entity1_type,relation,entity2,entity2_type,pdf_name,source
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
vitamin d binding protein,protein,binding/association,25(oh)d,coenzyme,PMC11821197,"vitamin d circulating in the human body requires a transporter, a serum alpha2-globulin called the vitamin d binding protein (vdbp) [15,16], or originally a “group specific component”—gc [17]."
vitamin d binding protein,protein,binding/association,25(oh)d,coenzyme,PMC11821197,"the vdbp is also known to bind extracellular actin and facilitate the transport of fatty acids. additionally, it seems to safeguard the complement factor c5a from proteolytic degradation, thereby enhancing its function as a chemotactic protein [30]."
vitamin d binding protein,protein,binding/association,25(oh)d,coenzyme,PMC11821197,"the vitamin d binding properties of the vdbp, combined with its potential direct effects on bone resorption, have gained significant scientific interest regarding its role in bone metabolism and health."
rs4588,gene,correlation,vitamin d binding protein,protein,PMC11821197,"rs4588 and rs7041 single nucleotide polymorphisms (snps) are located in exon 11 of the vdbp gene [33] and generate three major isoforms of the vdbp, including gc-1f, also known as a wild type, gc1s, and gc-2 [34] (figure 1)."
rs7041,gene,correlation,vitamin d binding protein,protein,PMC11821197,"rs4588 and rs7041 single nucleotide polymorphisms (snps) are located in exon 11 of the vdbp gene [33] and generate three major isoforms of the vdbp, including gc-1f, also known as a wild type, gc1s, and gc-2 [34] (figure 1)."
rs4588,gene,correlation,25(oh)d,coenzyme,PMC11821197,"rs4588 and rs7041 are associated with many diseases, such as tuberculosis, diabetes mellitus, obesity, chronic obstructive pulmonary disease, and others [36]."
rs7041,gene,correlation,25(oh)d,coenzyme,PMC11821197,"rs4588 and rs7041 are associated with many diseases, such as tuberculosis, diabetes mellitus, obesity, chronic obstructive pulmonary disease, and others [36]."
vitamin d,gene,binding/association,vitamin d binding protein,protein,PMC11821197,"vitamin d can enter the human body in two ways: it can be supplied by food [21] (vitamin d or d [22]) and absorbed via the intestine [21] or it can be produced in the skin (vitamin d ) during sun exposure under uvb radiation [23] (a wavelength of 290–315 nm [24], with the optimal peak at 295 nm) from 7-dhc [25]."
vitamin d,gene,binding/association,25(oh)d,coenzyme,PMC11821197,"these forms must be hydroxylated in the two most important organs, the liver and the kidneys, in order to become active. therefore, they are transported by the vdbp to each of the organs where the inactive form is metabolized (hydroxylated) [24]."
